id,title,score,members,demographic,tags
804,Kikagaku Ehon,6.57,939.0,,Boys Love
806,Junjou Renbo,6.32,377.0,,Boys Love
807,Soshite Koi ga Hajimaru,6.84,1460.0,,Boys Love
808,A Capable Man,6.99,3087.0,,"Boys Love, Comedy, Erotica"
809,Soshite Hibi Koishiteku.,6.69,1862.0,,Boys Love
810,5-ji kara Asa made,,400.0,,"Boys Love, Erotica"
811,Gekka Joujin,6.41,626.0,,"Boys Love, Erotica"
812,Gyokusenbou Yawa,6.46,601.0,,"Boys Love, Erotica"
813,You Will Fall in Love,7.47,5288.0,,"Boys Love, Drama, Erotica"
815,If I See You in My Dreams,7.52,5177.0,Seinen,"Comedy, Drama, Romance, Slice of Life, Ecchi"
816,The Sky Over My Spectacles,7.11,2379.0,,"Boys Love, Erotica"
817,Omoikkiri Suki ni Natte!,6.97,901.0,,"Boys Love, Erotica"
818,I''s,7.63,34067.0,Shounen,"Comedy, Drama, Romance, Ecchi, Harem, School"
820,I'm no Angel!,7.86,8939.0,Shoujo,"Comedy, Drama, Romance, School, Showbiz"
821,Sorcerous Stabber Orphen MAX,6.67,929.0,Shounen,"Action, Adventure, Fantasy"
823,Black Sun Silver Moon,7.45,1095.0,Shoujo,"Mystery, Supernatural, Mythology"
824,Night of the Beasts,7.46,2496.0,Shoujo,"Action, Adventure, Drama, Mystery, Romance, Supernatural, Mythology"
825,Rules,7.97,3444.0,,"Boys Love, Slice of Life, Erotica"
826,Yurara,7.44,4791.0,Shoujo,"Mystery, Supernatural"
827,The Young Magician,,504.0,Shoujo,"Action, Drama, Fantasy, Horror, Supernatural, Mythology, Psychological, Super Power"
828,Renai Shijou Shugi,6.85,9262.0,Shoujo,"Comedy, Drama, Romance, Martial Arts, School"
829,Yoru made Matenai.,6.98,2935.0,Shoujo,"Comedy, Drama, Romance, School"
830,Waltz wa Shiroi Dress de,7.19,1656.0,Shoujo,"Drama, Romance, Historical"
831,Andante,6.92,1121.0,Shoujo,"Drama, Music"
832,Angel Wars,6.8,862.0,Shoujo,"Drama, Romance"
833,Baby★Love,7.37,2437.0,Shoujo,"Comedy, Drama, Romance"
834,Baby Pop,6.93,1904.0,Josei,"Comedy, Drama"
835,Billion Girl,6.6,2657.0,Shoujo,"Drama, Romance"
837,Boy Princess,7.38,4209.0,,"Boys Love, Fantasy, Romance, Crossdressing"
838,Angel Densetsu,8.27,62756.0,Shounen,"Action, Comedy, Romance, Delinquents, Martial Arts, School"
839,Coyote: Hangyaku no Resistance,6.01,1186.0,,"Action, Hentai, Historical"
840,Bowling King,7.11,2043.0,Shounen,"Comedy, Drama, Sports"
841,Lover's→Flat,7.11,2613.0,,"Boys Love, Erotica"
843,Curry naru Shokutaku,7.42,9953.0,Seinen,"Comedy, Gourmet, Romance"
844,One Pound Gospel,7.13,3434.0,Seinen,"Comedy, Romance, Sports, Combat Sports"
845,Happy!,7.53,8732.0,Seinen,"Drama, Sports"
846,Eagle: The Making of an Asian-American President,7.28,1513.0,Seinen,"Drama, Mystery"
847,Aqua Knight,6.61,1842.0,Seinen,"Action, Adventure, Comedy, Fantasy"
848,Master Keaton,7.7,10233.0,Seinen,"Adventure, Drama, Mystery, Slice of Life, Adult Cast, Historical, Military"
850,Acid Flower,6.89,2991.0,,"Boys Love, Erotica"
851,Mars: A Horse with No Name,7.36,2814.0,Shoujo,"Drama, Slice of Life"
852,Beyblade,6.72,2443.0,Kids,"Adventure, Sports"
853,Yawara!,7.44,7847.0,Seinen,"Award Winning, Comedy, Romance, Sports, Combat Sports"
854,Codename: Sailor V,7.5,14268.0,Shoujo,"Action, Adventure, Comedy, Drama, Fantasy, Romance, Mahou Shoujo"
855,No Need for Tenchi!,7.27,3917.0,Shounen,"Comedy, Drama, Fantasy, Sci-Fi, Harem"
856,Jigoro!,6.25,1492.0,Seinen,Martial Arts
857,Love Mode,8.06,3501.0,,"Boys Love, Drama, Romance, Erotica"
858,Pokémon: The Electric Tale of Pikachu,7.08,5365.0,Kids,"Action, Adventure, Comedy, Fantasy"
859,Pineapple Army,6.48,1631.0,Seinen,"Action, Military"
860,The Devil Within,6.82,3161.0,Shoujo,"Drama, Romance, Supernatural, Reverse Harem"
861,Togari,7.2,5340.0,Shounen,"Adventure, Supernatural, Psychological"
862,Parallel,7.13,7052.0,Shounen,"Comedy, Romance, Ecchi, Harem"
863,Yamada Tarou Monogatari,7.54,1462.0,Shoujo,"Comedy, Slice of Life, School"
864,Spirit of Wonder,6.53,3093.0,Seinen,"Fantasy, Sci-Fi"
865,Tea for Two,7.56,3305.0,,"Boys Love, Erotica"
866,IO,7.31,6575.0,Seinen,"Drama, Mystery, Romance, Supernatural, Ecchi, Harem"
868,Karakuri Circus,7.98,10392.0,Shounen,"Adventure, Mystery"
869,Zatch Bell!,8.35,36668.0,Shounen,"Action, Adventure, Award Winning, Comedy, Supernatural"
870,Agharta,6.6,2317.0,Seinen,"Action, Drama, Sci-Fi"
871,Dragon Quest: The Adventure of Dai,7.93,13584.0,Shounen,"Action, Adventure, Fantasy"
872,JoJo's Bizarre Adventure Part 3: Stardust Crusaders,8.09,106049.0,Shounen,"Action, Adventure, Supernatural"
873,Sekirei,7.52,36498.0,Seinen,"Action, Comedy, Romance, Supernatural, Ecchi, Harem, Strategy Game, Super Power"
874,Onegai Teacher,7.21,7588.0,,"Comedy, Drama, Romance, Sci-Fi, School"
876,Moon Boy,7.28,2066.0,,"Action, Comedy, Drama, Fantasy, Romance, Supernatural, Psychological"
877,Boys Over Flowers,7.9,27277.0,Shoujo,"Award Winning, Drama, Romance, School"
878,Otomen,7.68,23257.0,Shoujo,"Comedy, Romance, School"
879,Boys'n Girl,6.99,1884.0,Shoujo,"Comedy, Romance, School"
880,Automatic★Angel,6.41,486.0,Shoujo,Drama
881,Cross Epoch,6.48,11199.0,Shounen,"Adventure, Comedy, Fantasy"
882,Break Shot,7.16,1131.0,Shounen,Sports
884,Doubt!!,6.7,2990.0,Shoujo,"Drama, Romance, School"
885,The Cain Saga,7.87,10334.0,Shoujo,"Horror, Mystery, Historical"
886,Socrates in Love,7.65,5633.0,Josei,"Drama, Romance"
887,Kamikaze Girls,7.1,1939.0,Shoujo,"Drama, Love Polygon"
888,Tail of the Moon,7.94,11745.0,Shoujo,"Adventure, Comedy, Fantasy, Romance, Historical"
889,Alien Nine,7.14,11285.0,Seinen,"Sci-Fi, School"
890,Alien Nine: Emulators,6.25,2976.0,Shounen,"Sci-Fi, School"
891,Shounen Zanzou,7.42,9729.0,,"Boys Love, Drama, Horror, Supernatural, Psychological"
892,Only the Ring Finger Knows,7.89,7156.0,,"Boys Love, Drama, Romance, School"
893,Kurohime,7.65,14757.0,Shounen,"Action, Adventure, Comedy, Fantasy, Romance, Supernatural, Ecchi"
894,Rosario+Vampire,7.57,100710.0,Shounen,"Action, Comedy, Fantasy, Romance, Supernatural, Ecchi, Harem, School, Vampire"
895,Full Metal Panic! Sigma,8.31,13484.0,Shounen,"Action, Romance, Mecha, Military"
896,Kajika,6.61,4134.0,Shounen,"Adventure, Martial Arts, Super Power"
898,Say Please,6.99,1490.0,,"Boys Love, Drama, Slice of Life, Erotica"
899,Penguin☆Brothers,7.65,5696.0,Shoujo,"Comedy, Drama, Romance, Love Polygon, School"
900,Akane-chan Overdrive,6.22,7423.0,Shoujo,"Comedy, Ecchi, Reincarnation"
901,Rules/Hydra Short Stories,7.34,1060.0,,"Boys Love, Drama, Slice of Life, Erotica"
902,Hydra,7.85,3720.0,,"Boys Love, Drama, Slice of Life"
903,Lovers and Souls; Vanity,7.71,2240.0,,"Boys Love, Drama, Slice of Life"
904,Lone Wolf & Cub,8.62,52964.0,Seinen,"Action, Historical, Samurai"
905,Shout Out Loud!,7.42,1088.0,Shoujo,"Boys Love, Comedy, Drama"
906,The Silvery Crow,7.03,3990.0,Shounen,"Adventure, Comedy, Fantasy"
907,Land of the Blindfolded,7.96,10659.0,Shoujo,"Drama, Romance, Supernatural, Love Polygon"
908,Soul Eater,8.1,208076.0,Shounen,"Action, Comedy, Fantasy"
909,Gyo: The Death-Stench Creeps,7.19,80780.0,Seinen,"Drama, Horror, Mystery, Sci-Fi, Psychological, Survival"
910,"Haru yo, Koi",7.19,5858.0,Seinen,"Drama, Romance, Ecchi"
912,Tomie,7.78,102101.0,Shoujo,"Drama, Horror, Supernatural, Gore"
913,Gakuen Heaven,6.22,2834.0,Seinen,"Comedy, Romance, Ecchi, Harem, School"
915,Rookies,8.23,27140.0,Shounen,"Comedy, Drama, Slice of Life, Sports, Delinquents, School, Team Sports"
916,Lock Out!,6.92,2511.0,,"Boys Love, Erotica"
917,Casino Lily,6.91,1108.0,,"Boys Love, Erotica"
918,Descendants of Darkness,7.73,7975.0,Shoujo,"Boys Love, Comedy, Drama, Fantasy, Mystery, Supernatural, Mythology, Psychological"
919,Alice on Deadlines,6.75,1810.0,Shounen,"Comedy, Supernatural"
920,Shion no Ou: The Flowers of Hard Blood.,7.39,2961.0,Seinen,"Drama, Mystery"
921,Here is Greenwood,7.06,1761.0,Shoujo,"Comedy, Slice of Life, School"
922,Hoshin Engi,7.45,8855.0,Shounen,"Adventure, Fantasy, Supernatural, Mythology"
923,From Far Away,8.33,17659.0,Shoujo,"Adventure, Award Winning, Fantasy, Romance, Isekai, Mythology"
924,The Recipe for Gertrude,7.24,954.0,Shoujo,"Comedy, Fantasy, Romance, Supernatural, Mythology"
925,Sasameke,6.43,969.0,Shounen,"Comedy, Sports, Team Sports"
926,Penguin Revolution,7.95,10260.0,Shoujo,"Comedy, Romance, Love Polygon, Showbiz"
927,Wind Mill,,199.0,Shounen,"Comedy, Sports"
928,Pokémon Adventures,8.09,54852.0,Kids,"Action, Adventure"
929,Fushigi Yugi: Genbu Kaiden,8.15,13553.0,Shoujo,"Adventure, Drama, Fantasy, Romance, Historical, Isekai, Magical Sex Shift"
930,Uta∽Kata,6.29,1161.0,,"Drama, Fantasy, Girls Love, Ecchi"
931,Revolutionary Girl Utena: The Adolescence of Utena,7.34,3545.0,Shoujo,"Drama, Romance, Mahou Shoujo"
932,Ichi the Killer,7.63,34567.0,Seinen,"Action, Drama, Suspense, Gore, Organized Crime, Psychological"
933,Elfen Lied,7.77,103514.0,Seinen,"Action, Drama, Horror, Romance, Supernatural, Gore, Psychological"
934,Dice,7.25,3209.0,Shoujo,"Comedy, Romance"
935,Dragon Drive,6.98,4248.0,Shounen,"Action, Adventure, Fantasy, Sci-Fi, Isekai"
936,Homunculus,8.34,166478.0,Seinen,"Drama, Horror, Mystery, Supernatural, Psychological"
937,Full Metal Panic! Overload!,7.25,2597.0,Shounen,"Action, Comedy, Drama, Sci-Fi, Mecha"
938,Candy Life,6.41,1606.0,Josei,"Comedy, Drama, Romance"
939,Cash Girl,6.78,413.0,Shoujo,"Comedy, Romance"
940,Shinju no Kusari,6.83,2872.0,Shoujo,"Drama, Romance, Sports"
941,Chaosic Rune,6.71,2622.0,Shounen,"Action, Drama, Supernatural, Ecchi"
942,Cinderella Boy,6.52,911.0,Shoujo,"Romance, Crossdressing"
943,Clover,7.04,785.0,Shoujo,"Comedy, Drama, Romance"
944,Chuuka Ichiban!,7.36,1588.0,Shounen,"Comedy, Gourmet"
945,The Judged,6.93,792.0,,"Boys Love, Drama, Erotica"
946,Last Portrait,7.2,1267.0,,"Boys Love, Drama, Romance, Erotica"
948,Souten no Koumori,7.31,4486.0,Shounen,"Action, Historical, Martial Arts"
949,Handsome na Kanojo,7.2,2412.0,Shoujo,"Drama, Romance"
950,Random Walk,6.79,4182.0,Shoujo,"Romance, Slice of Life"
951,Taiyou no Ijiwaru,7.49,1809.0,Seinen,"Drama, Slice of Life, Psychological, School"
952,Blaster Knuckle,6.77,6169.0,Seinen,"Action, Horror, Supernatural, Gore, Historical, Mythology"
953,Belmonde Le VisiteuR,6.75,989.0,Shounen,"Adventure, Comedy, Fantasy, Historical"
954,Murder Princess,6.92,4198.0,,"Adventure, Fantasy"
955,.hack//AI buster,7.9,4316.0,,"Adventure, Fantasy, Mystery, Sci-Fi, Video Game"
956,Ultra Maniac,7.43,12239.0,Shoujo,"Comedy, Fantasy, Romance, Supernatural, School"
957,Yoki Koto Kiku,6.56,1131.0,,"Comedy, Parody"
958,Goth,7.13,33379.0,Shounen,"Horror, Mystery, Psychological"
959,Blood Alone,7.6,14218.0,Seinen,"Drama, Mystery, Romance, Supernatural, Vampire"
960,Oyayubihime Infinity,7.39,2096.0,Shoujo,"Comedy, Romance, Supernatural"
961,The Empty Empire,,282.0,Shoujo,"Adventure, Sci-Fi, Super Power"
962,Cheeky Angel,7.33,4444.0,Shounen,"Award Winning, Comedy, Romance, Magical Sex Shift"
963,Musashi #9,7.37,1247.0,Shoujo,"Action, Adventure, Drama, Military"
964,Warau Kyuuketsuki,7.26,9943.0,Seinen,"Horror, Historical, Psychological, Vampire"
965,Alive,6.56,15371.0,Seinen,"Horror, Supernatural, Psychological"
966,Me~teru no Kimochi,6.34,8378.0,Seinen,"Drama, Romance, Ecchi"
967,Kurozuka,6.99,7807.0,Seinen,"Sci-Fi, Supernatural"
968,Japan,5.85,4730.0,Seinen,"Action, Adventure"
969,Destiny of Shrine Maiden,6.77,5168.0,Shounen,"Drama, Fantasy, Girls Love, Romance, Supernatural, Erotica, Mecha"
970,The Drifting Classroom,7.38,26462.0,Shounen,"Horror, Mystery, Sci-Fi, Survival"
971,The Art of Loving,6.93,1061.0,,"Boys Love, Drama, Romance, Erotica, School"
972,Shinobu Kokoro - Hidden Heart,6.72,1064.0,,"Boys Love, Erotica"
973,Dojin Work,7.27,4392.0,,"Comedy, Slice of Life, Otaku Culture"
974,Basara,8.4,27531.0,Shoujo,"Adventure, Award Winning, Drama, Fantasy, Romance"
975,Ludwig Kakumei,7.92,13668.0,Shoujo,"Adventure, Drama, Fantasy, Horror, Romance, Supernatural, Historical"
976,The Record of a Fallen Vampire,8.01,13740.0,Shounen,"Supernatural, Vampire"
977,Hauntress,6.27,9204.0,Seinen,"Drama, Horror, Psychological"
978,Inu Neko Jump!,6.94,3519.0,Seinen,"Comedy, Romance, Ecchi"
982,Black God,7.41,15609.0,Seinen,"Action, Drama, Supernatural"
983,Crossroad,7.51,3056.0,Shoujo,"Comedy, Drama, Romance"
984,Cantarella,7.51,3611.0,Shoujo,"Drama, Supernatural, Historical, Mythology"
985,Hanairo Virgin Soil,7.02,1967.0,,"Boys Love, Erotica"
986,Kohitsuji Hokaku Keikaku!,7.06,2365.0,,"Boys Love, Erotica"
987,Lies & Kisses,7.42,3952.0,,"Boys Love, Romance, Erotica"
988,Shijou Saikyou no Deshi Kenichi,8.08,72901.0,Shounen,"Action, Comedy, Drama, Ecchi, Martial Arts"
989,Empty Heart: False Love,7.4,4085.0,,"Boys Love, Romance, Erotica"
990,Brother,7.29,4027.0,,"Boys Love, Drama, Erotica"
991,Gerard & Jacques,7.48,1669.0,,"Boys Love, Comedy, Drama, Erotica, Historical"
992,Just My Luck,6.61,1456.0,,"Boys Love, Romance, School"
993,Ichigenme... The First Class is Civil Law,7.35,851.0,,"Boys Love, School"
994,Ookiku Furikabutte,8.16,10555.0,Seinen,"Award Winning, Comedy, Sports, Team Sports"
995,Yume Kira Dream Shoppe,7.26,1854.0,Shoujo,"Fantasy, Supernatural"
997,Parfait Tic!,7.52,9394.0,Shoujo,"Comedy, Romance, School"
998,No Bra,6.56,9625.0,Shounen,"Comedy, Romance, Ecchi, Crossdressing"
1005,Sakuragaoka Angels,6.66,830.0,Shoujo,"Comedy, Drama, Romance, School"
1014,H2,8.2,13274.0,Shounen,"Comedy, Drama, Romance, Sports, School, Team Sports"
1023,The Ghost in the Shell,7.95,45116.0,Seinen,"Action, Sci-Fi, Adult Cast, Detective, Psychological"
1025,-6mm no Taboo,6.32,2544.0,,"Boys Love, Drama, Erotica"
1033,Let Dai,8.1,10677.0,,"Boys Love, Drama, Delinquents, Psychological, School"
1034,Not so bad,6.8,531.0,,"Boys Love, Drama, Romance, Slice of Life, Psychological"
1043,King Of Wolves,6.54,4890.0,Seinen,"Action, Sci-Fi, Historical, Time Travel"
1055,Star Ocean: Till the End of Time,7.11,907.0,Shounen,"Action, Adventure"
1060,Sweet Blood,6.69,874.0,Shoujo,"Mystery, Romance, Supernatural"
1067,Cesare: Hakai no Souzousha,7.95,8379.0,Seinen,Historical
1069,My-Otome,7.19,3768.0,,"Fantasy, Girls Love, Romance, Ecchi, School"
1076,Vagrant Soldier Ares,8.12,17363.0,,"Action, Adventure, Drama"
1080,Blood: The Last Vampire 2002,6.41,5289.0,,"Horror, Vampire"
1094,Inu-Neko.,6.66,872.0,,"Comedy, Romance, Ecchi, School"
1102,Ga-Rei,7.62,32755.0,Shounen,"Action, Comedy, Supernatural, Martial Arts, Mythology, School"
1108,The Palette of 12 Secret Colors,7.18,685.0,Shoujo,"Comedy, Fantasy, Romance, School"
1109,Menkui!,6.64,834.0,,Boys Love
1138,Ihoujin Etrange,6.97,599.0,,"Boys Love, Fantasy, Supernatural, Erotica"
1139,Kon Kon KoKon,6.91,963.0,,"Action, Sci-Fi"
1151,Animal X: Daichi no Okite,7.02,777.0,,"Action, Adventure, Boys Love, Drama, Fantasy, Romance, Erotica"
1155,"Sing ""Yesterday"" for Me",7.51,21163.0,Seinen,"Drama, Romance, Slice of Life, Love Polygon"
1168,Melted Love,6.57,721.0,,"Boys Love, Romance, Erotica"
1171,Venus in Love,7.59,2209.0,Shoujo,"Comedy, Drama, Romance"
1179,Apple Lip-tan,5.62,1101.0,Seinen,Ecchi
1181,Junjou Karen,7.39,1574.0,,"Boys Love, Erotica"
1184,Rough,8.03,8268.0,Shounen,"Comedy, Drama, Romance, Sports, School, Team Sports"
1185,Katsu!,7.79,9647.0,Shounen,"Action, Comedy, Drama, Romance, Sports, Combat Sports, School"
1191,Wanted,7.3,10526.0,Shoujo,"Adventure, Romance, Historical"
1193,Level E,7.38,9636.0,Shounen,"Comedy, Sci-Fi, Gag Humor"
1200,Dash!,7.4,5385.0,,"Boys Love, Erotica"
1205,Grant My Wish,7.08,896.0,,"Boys Love, Drama, Erotica"
1213,No Money!,7.09,8736.0,,"Action, Boys Love, Comedy, Drama, Erotica"
1223,Vampire Princess Miyu,7.28,4000.0,Shoujo,"Drama, Horror, Mystery, Supernatural, Vampire"
1229,Short Cuts,7.15,3448.0,Seinen,"Comedy, Ecchi, Parody"
1235,S+M,6.09,1534.0,Shoujo,"Comedy, Romance"
1236,Lost Angel,6.37,692.0,,"Action, Fantasy"
1245,Nasu,6.78,811.0,Seinen,Slice of Life
1255,Tales of Symphonia,7.63,5797.0,Shounen,"Action, Adventure, Fantasy"
1260,Higurashi WHEN THEY CRY: Curse Killing Arc,8.03,16286.0,Shounen,"Drama, Horror, Mystery, Psychological"
1261,Higurashi WHEN THEY CRY: Time Killing Arc,7.8,15379.0,Shounen,"Drama, Horror, Mystery, Psychological"
1282,My Lovely Ghost Kana,7.34,14618.0,Seinen,"Comedy, Romance, Supernatural, Ecchi"
1292,You're Under Arrest!,6.91,2743.0,Seinen,"Action, Comedy, Adult Cast, Detective, Workplace"
1293,I'll,7.56,4162.0,Shounen,"Drama, Slice of Life, Sports, School, Team Sports"
1298,Golgo 13,7.61,7448.0,Seinen,"Action, Adventure, Award Winning, Drama, Mystery, Adult Cast, Historical"
1300,Show Me The Money,7.02,3345.0,Shounen,"Comedy, Drama, Romance, School"
1318,Gamerz Heaven,6.56,1336.0,Shounen,"Adventure, Fantasy, Video Game"
1320,The Ravages of Time,8.19,17263.0,,"Action, Adventure, Historical, Military"
1322,Saint Seiya: Next Dimension - Meiou Shinwa,7.04,5915.0,Shounen,"Action, Adventure, Fantasy, Martial Arts"
1323,The Paradise of Wolves,6.87,1353.0,Shoujo,"Comedy, Romance, School"
1334,Looking for Happiness,6.95,4707.0,Shoujo,"Drama, Romance, Slice of Life, School"
1339,Yokujou Climax,7.08,21068.0,Shoujo,"Drama, Romance"
1345,The Melancholy of Haruhi Suzumiya,7.73,19172.0,Shounen,"Comedy, Drama, Sci-Fi, Supernatural, School"
1350,Stigma,7.46,2621.0,,"Action, Drama, Mystery, Sci-Fi"
1356,Cinderalla,7.11,756.0,,"Fantasy, Horror, Romance"
1379,Ai to Yokubou wa Gakuen de,7.48,4194.0,,"Boys Love, Drama, Erotica"
1391,Domin-8 Me,7.34,8070.0,,"Comedy, Drama, Romance, Hentai"
1401,Ai no Kusabi,7.86,4126.0,,"Boys Love, Drama, Sci-Fi, Erotica"
1404,Hidari Te,6.4,2851.0,Shoujo,Horror
1409,Biomega,7.45,32890.0,Seinen,"Action, Horror, Sci-Fi"
1422,The Legend of Zelda: Oracle of Ages,7.24,9370.0,,"Action, Adventure, Fantasy"
1428,Katte ni Kaizou,7.36,3362.0,Shounen,"Action, Comedy, Sci-Fi, Parody, School"
1436,Metropolis,6.47,3949.0,,"Action, Drama, Fantasy, Sci-Fi, Mecha, Psychological, Super Power"
1443,Short Program,7.23,1549.0,Shounen,Romance
1468,Lost Boys,6.93,1523.0,,"Adventure, Boys Love, Drama, Fantasy, Romance, Erotica"
1475,The Devil Lady,6.36,6683.0,Seinen,"Action, Drama, Horror, Sci-Fi, Supernatural, Ecchi, Mythology, Psychological"
1481,Dark Edge,6.67,747.0,Shounen,"Adventure, Horror, Supernatural, Psychological, School"
1482,Fantastic Tales,6.75,455.0,Shoujo,"Fantasy, Martial Arts"
1485,Kikaider Code 02,,429.0,Shounen,"Action, Adventure, Drama, Sci-Fi"
1493,Glass Wings,6.33,861.0,Shoujo,"Drama, Romance, Supernatural"
1500,The Strongest Love♡Magic,6.81,954.0,,"Boys Love, Erotica"
1501,Sundome,7.37,47734.0,Seinen,"Comedy, Drama, Romance, Ecchi, Psychological, School"
1504,GoGo Monster,7.51,9187.0,,Fantasy
1520,From Up Above,6.7,830.0,,"Boys Love, Supernatural, Erotica, School"
1521,Go Go Heaven!!,,313.0,Shoujo,"Comedy, Romance, Supernatural"
1526,Daa! Daa! Daa!,7.72,4698.0,Shoujo,"Comedy, Romance, Childcare"
1527,My Boy X My Love,7.05,981.0,Shoujo,Romance
1535,Global Garden,7.33,2073.0,Shoujo,"Drama, Sci-Fi"
1542,Duds Hunt,6.97,4940.0,,Action
1543,Mirai Nikki: Mosaic,7.33,17982.0,Shounen,"Action, Romance, Supernatural, High Stakes Game, Psychological, School, Survival"
1548,Arisu ga Fushigi!,7.03,680.0,Shoujo,"Adventure, Comedy, Drama, Fantasy, Romance, Supernatural"
1555,St. Lunatic High School,7.14,862.0,,"Comedy, Horror, Mythology, School"
1557,Pietà,7.44,6801.0,Josei,"Drama, Girls Love, Psychological, School"
1558,Aisuru Hito,6.73,4049.0,Josei,"Comedy, Romance"
1573,Gekka no Kimi,7.08,3090.0,Shoujo,"Comedy, Drama, Fantasy, Romance, Historical"
1581,Princess Tutu,6.04,3731.0,Seinen,"Drama, Fantasy, Mahou Shoujo, Performing Arts"
1591,Magical Pokémon Journey,7.02,1389.0,Shoujo,"Adventure, Comedy, Fantasy, Romance, Anthropomorphic"
1598,Kuro Gane,7.13,3579.0,Seinen,"Action, Drama, Historical, Samurai"
1603,Sakura Tsuushin,6.45,2239.0,Seinen,"Comedy, Drama, Romance, Ecchi, Harem, Love Polygon, School"
1610,Maniac Road,7.03,796.0,Seinen,"Comedy, Slice of Life"
1616,Teru Teru x Shonen,7.14,1203.0,Shoujo,"Action, Drama, Romance, Psychological, School"
1632,Princess Recipe,7.14,1264.0,Shoujo,"Fantasy, Romance"
1643,A Direction of the Day After Tomorrow,6.46,1176.0,,"Drama, Slice of Life, Supernatural"
1650,Kabocha to Mayonnaise,6.89,2965.0,Josei,
1661,Romeo x Juliet,7.23,5886.0,Shoujo,"Drama, Fantasy, Romance, Historical"
1663,Blue Wars,7.03,665.0,Shoujo,"Comedy, Romance"
1666,Blue Spice,7.08,1381.0,Shoujo,Romance
1667,High School Girls,7.41,3161.0,Seinen,"Comedy, Slice of Life, Ecchi, School"
1672,Lady Snowblood,7.3,8155.0,,"Action, Drama, Historical"
1677,MW,7.55,10064.0,Seinen,"Drama, Psychological"
1688,Nextworld,6.44,1388.0,,Sci-Fi
1691,Shiawase Cook,6.62,1089.0,,"Boys Love, Erotica"
1696,Macross Dynamite: 7 Mylene Beat,6.59,375.0,Shounen,"Drama, Sci-Fi, Mecha, Music, Space"
1698,Monster Collection: The Girl Who Can Deal with Magic Monsters,7.41,2872.0,Shounen,"Action, Adventure, Comedy, Fantasy, Ecchi"
1703,Galaxy Angel Party,6.85,419.0,,"Comedy, Sci-Fi"
1708,Diamond Head,7.23,1336.0,Shoujo,"Drama, Romance"
1712,My Sassy Girl,,136.0,,Comedy
1714,Genzo Hitogata Kiwa,6.8,763.0,Seinen,"Action, Supernatural, Historical, Martial Arts"
1729,KimiKiss,7.3,5639.0,Seinen,"Drama, Romance, Ecchi, School"
1734,Blood+ Kowloon Nights,7.02,3839.0,,"Action, Boys Love, Horror, Mystery, Supernatural, Gore"
1740,You're So Cool,7.74,4364.0,,"Comedy, Romance, School"
1751,38 Degrees C,6.47,881.0,Shoujo,Romance
1752,Boku no Watashi no Yusha Gaku,6.66,1254.0,Shounen,"Comedy, School"
1754,A Legend of Ultimate Hot Rodder,7.53,3659.0,Seinen,"Action, Racing"
1765,Midnight Panther,,238.0,Shounen,Adventure
1770,Takumi-kun; June Pride; Barefoot Waltz; Tales out of Season,7.25,1432.0,,"Boys Love, Drama, Erotica, School"
1785,Happy★Lesson: Mama Teacher Is Wonderful!,6.51,789.0,,"Comedy, Slice of Life, Harem, School"
1797,Dakishimetakunai,7.16,3523.0,,"Boys Love, Romance, Erotica, School, Vampire"
1822,Kanon,7.04,2875.0,,"Drama, Romance"
1834,Let's Get Married!,7.33,2509.0,Shoujo,"Comedy, Drama, Romance"
1836,Cruel Man,7.03,2840.0,,"Boys Love, Erotica"
1844,Ousama★★Game,7.42,2763.0,,"Boys Love, Erotica"
1853,Hells Angels,6.86,4202.0,Seinen,"Action, Comedy, Fantasy, School"
1869,Ryuurouden,7.71,2427.0,Shounen,"Action, Adventure, Award Winning, Historical, Time Travel"
1870,Bambi,6.84,626.0,Shoujo,"Comedy, Romance, Historical"
1875,Caramel Milk Tea,7.15,3811.0,Shoujo,Romance
1876,Hitohira,7.06,893.0,Seinen,"Drama, Slice of Life, Performing Arts, School"
1889,Gomen Asobase!,6.94,752.0,Shoujo,Romance
1902,The Legend of Zelda: The Minish Cap,7.22,10120.0,,"Adventure, Fantasy"
1908,Hatsukoi Limited.,7.36,15570.0,Shounen,"Comedy, Romance, Ecchi, School"
1911,Gakkou no Ojikan,7.32,4939.0,Shoujo,"Comedy, Romance, School"
1913,Chupa!,6.76,1783.0,Shoujo,
1915,Anta Nanka Iranai,6.34,741.0,Shoujo,Romance
1916,Tales of Destiny 2,,628.0,Shounen,"Action, Adventure, Fantasy"
1935,Yuretsuzukeru,6.68,5004.0,Seinen,"Drama, Sci-Fi, Psychological"
1941,Mobile Suit Gundam Wing: Ground Zero,6.94,1394.0,Shoujo,"Sci-Fi, Mecha"
1951,The Betrayal Knows My Name,7.84,13005.0,Shoujo,"Adventure, Boys Love, Fantasy, Romance, Supernatural, Reincarnation"
1952,Gin no Kaze,6.58,677.0,,"Boys Love, Fantasy, Historical"
1958,Zenryousei Ginsei Gakuen Monogatari,7.01,919.0,,"Boys Love, Romance, Erotica, School"
1961,Brothers,7.32,4986.0,Shoujo,"Boys Love, Romance, Erotica"
1963,In the God's Arms,7.32,3594.0,,"Boys Love, Drama, Erotica, School"
1964,Don't Be Cruel,7.97,14822.0,,"Boys Love, Comedy, Erotica, School"
1973,Steal Moon,7.23,1708.0,,"Boys Love, Erotica"
1975,Deep Love: Reina no Unmei,7.65,7114.0,Shoujo,Drama
